venue,pool,created_at,result,reason,observed_swap_count,activity_replay_complete,symbol,lp_protection,liquidity_usd,quote_principal_usd,dex_swap_fee_percentage
uniswap-v4,0x2e614f2036ae4f4852dc71f05f34188924e453928e871a84f49e164c9379f1bf,2026-09-20T10:15:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x334462a28dc372983a3f485987d715420a0d2ab56980cb50f2f7527a2fdf956f,2026-09-20T10:17:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,269,False,,,,,
uniswap-v4,0x19e8a361f6dbb6760c08814077c454346ef62012e94e900eec8061dee6cfe6cb,2026-09-20T10:17:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xfada22631282f3ae5fe4675cc8977d13d38dbfa92991ea1088365da92780e9c1,2026-09-20T10:17:09+00:00,unresolved,activity_gap_and_other_conditions_unverified,127,False,,,,,
uniswap-v4,0x736655fa36b68cc9ae85288183fbd108a488ea6d2790e3beb68c74d8d95d8ea8,2026-09-20T10:17:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xdf6dfd534c8bf49638db339e8ae0c681b3206495b92a28e2990224433d6d5d35,2026-09-20T10:18:53+00:00,unresolved,liquidity_history_gap,3,False,,,,,
uniswap-v4,0x458636356a5d597216a9657e12fdea74574cdc74d99f5676f86b3fdce7ef1a6a,2026-09-20T10:20:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,91,False,,,,,
uniswap-v4,0x482da825e7b3aef9ed4d38f69f6de437398a828ac112ab7f069e97652ecfe5f0,2026-09-20T10:22:33+00:00,unresolved,activity_gap_and_other_conditions_unverified,31,False,,,,,
uniswap-v4,0x9343d01b1a0dc662f25dff67fcb17f1c034249ddd4bf9934ee8b55452238dad2,2026-09-20T10:22:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,6,False,,,,,
uniswap-v4,0x63d057c131a6c55752931388ea82e3fa1b24eb7711115b271a880c244bed0be7,2026-09-20T10:22:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,6,False,,,,,
uniswap-v4,0xd136521b04f6beace03b6fb1e456416fd1b6f49487ee4010ce3452595225ce4e,2026-09-20T10:23:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xd911f6cd48b003e05cab1005506f66237ebcff20ce61c63c13a8c34029d49b14,2026-09-20T10:24:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,71,False,,,,,
uniswap-v4,0x47d014edebb6c90d6ff2e7f6b94a52a4d3882cebb1a3ea318efd61000bd728f4,2026-09-20T10:24:49+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v3,0xa7f83d9bffb29e2f7f4d17b24493047637dd432b,2026-09-20T10:25:13+00:00,excluded,no_swap_in_complete_creation_to_snapshot_history,0,True,,,,,
uniswap-v4,0x34fb3524398891a6bdafb6c3785d90e0fac4a91b169eb37642ed8a53174959b3,2026-09-20T10:25:33+00:00,unresolved,activity_gap_and_other_conditions_unverified,200,False,,,,,
uniswap-v4,0x57f5fec4b5ee186c1bb2da81c27522b58190b2b5e7d65742b4b7a704730c0d66,2026-09-20T10:26:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,13,False,,,,,
uniswap-v4,0x2eb9038a7d252bff9d035114a2a215f68c5cd4356df706543c67253804f0966c,2026-09-20T10:26:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xfef9f8cba598ba24c20589db195af7e5e055a4bc027e49374001df413ebf0a77,2026-09-20T10:26:55+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x4564325c2f910363a43c43acbc8b41ee3e5b05fbe35bc17ce997e292d5c46624,2026-09-20T10:27:11+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xf5d9933b4b2c1ba444b36898572f88261d2b82d42423551a5b9c7de9781aacb6,2026-09-20T10:28:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x3b2a799fcf129af7d0e097eb511f39b3bb9d22f3aee548bfcc165ee268d7f6dc,2026-09-20T10:30:19+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x7902ae0ffb2b3a96d6eaecb38f5b5d7afebfdbd00d2840fb4b696a29ddfedcc3,2026-09-20T10:31:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,7,False,,,,,
uniswap-v4,0x8a979300875f4dc9859815f48c0e6979d0beb117b743edfc0f0ef667b0667929,2026-09-20T10:32:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,56,False,,,,,
uniswap-v4,0xf030bc1c5b35331c4ebdd647085cc8ef71e00196202ed8ba91315d349bf19d98,2026-09-20T10:33:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xa57fa1a47a403ed1108bc8d15de598405545a45806bfe9b828c75ac407bc58ef,2026-09-20T10:35:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,95,False,,,,,
uniswap-v4,0x1b4af2a1508229a368b7c53e56807769beee9cc26c3e899d7b3f82dbc39bbd17,2026-09-20T10:36:25+00:00,unresolved,activity_gap_and_other_conditions_unverified,12,False,,,,,
uniswap-v4,0xdcd79d92f237c9809025cc3a5050fa5cf7246edba7dec4a30f425cf30261dbf6,2026-09-20T10:36:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x05c23cc7b27f3b01893474899d9ca590077aa29fa150ec0a3e0deb2cb0f5308d,2026-09-20T10:36:49+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x67f54bd16b3a77187947a1e16e8d2da4b8635ae6c8483b6b322633c0c3ffc012,2026-09-20T10:37:47+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x21feab7318dea4778490f44c83001eca5b6f79219fda8a355839a0f02230580d,2026-09-20T10:37:51+00:00,unresolved,activity_gap_and_other_conditions_unverified,217,False,,,,,
uniswap-v4,0x507bb0f59fc1b7a02730fbf1a4a49ade1456086886f1ddce0fe48796b718ae57,2026-09-20T10:38:45+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xe24eae25303698182856d84784827fe13714dc9ff4db09b284d5edd97661720c,2026-09-20T10:40:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,239,False,,,,,
uniswap-v4,0x8c2a1875a437d49ee4042149acce7b6826c531814efe18806eb813957b8d3240,2026-09-20T10:40:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x13684f1f9a9cf119d23061409bfa1e6f8c0daac6ff15c7d7c09c9f4075c2bc8b,2026-09-20T10:41:51+00:00,unresolved,activity_gap_and_other_conditions_unverified,18,False,,,,,
uniswap-v4,0xfa7f8754a0ae4cf7a68dc4776b0b432d01c8d23fac6443fe5b681b39fadec842,2026-09-20T10:41:53+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xfc6b735a08f56a197e0755516a3d06e1880792930ddfc3ac3cd5c1bf62693475,2026-09-20T10:41:55+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x09dc2c29652113646e33e16bcaa360ede9a006732235b0cc0d31616b3f4463e0,2026-09-20T10:42:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x4fdf97fefcf00e9128ad6f27cb31396dc72a8056e504a4e80c43780912e7c0a8,2026-09-20T10:43:27+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x1ea29b3cfc9daa1e4baa4314f3857a949a18a62bc57c7e0306a78889b88385e5,2026-09-20T10:43:35+00:00,unresolved,activity_gap_and_other_conditions_unverified,13,False,,,,,
uniswap-v4,0x7cf89bceb0856d16e2e601052ccdc2fca8fd5d8ebc6991515c04d754e9566680,2026-09-20T10:44:01+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xa8f5fc352a15309c2dcbf961aeeaff179891131af4442dc3875abf5d6981b614,2026-09-20T10:44:13+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x684ae14f2798b3bead94f352f502992fd4a5e914f9aec053e3b273cea02d41a3,2026-09-20T10:44:17+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xf0ca60d6738995e173238506ea81377c38850cabe3cb60425cb7f93bfacbe805,2026-09-20T10:44:35+00:00,excluded,positive_lp_share_withdrawal_succeeded,2,False,,,,,
uniswap-v4,0x6fcb55b6ad27ac79c8246f4335e7d809b00314fdcad6c9ea6942af37da861d25,2026-09-20T10:45:15+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0x463f2497c2c9ee61ca9f7c4bdbfc4dfc155c5f702184d4d2a1b34daf59466574,2026-09-20T10:45:59+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x57e4391a1fc232a23537b418e3a7a498066b505efcb973f2debc028eafb03344,2026-09-20T10:46:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x069c219b761922c42a080f174a6287e4996c9ae8e16538318dc18b819ce31a83,2026-09-20T10:46:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x06baf849de9ff49c2cb54bbadefdb5c7526accf4c450dd49d9775e14943a8328,2026-09-20T10:47:27+00:00,unresolved,activity_gap_and_other_conditions_unverified,45,False,,,,,
uniswap-v4,0x5854da6ef9f59b5573dd1cf949951f70e1615d38f4f4324bd6f06a655690547c,2026-09-20T10:48:03+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x765726c3b753f8ea8df6cda5871af8f4cfbb20d55784438515152f8cda0e67f6,2026-09-20T10:48:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xd277af61f75822453ac3432f128cca58d74bebab47c1b019d60728ab570419bf,2026-09-20T10:49:19+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x59c5dd2d62805c35789570c63ff0d7901d822cc871a8234b6013a2774b2897ec,2026-09-20T10:49:29+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x19f4b503b94596af22624f622011d2cf9533f2c97a2efcd40258d19062756396,2026-09-20T10:49:33+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x6d71a078f6cf800c37d772dd2f17afc7539c675b8ea9c745d24400bb7f31608f,2026-09-20T10:49:43+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
uniswap-v4,0xb2af0c02044f7e8b8ab244bd3e9bad4228fe1d82697e4095cc7d134ada524c24,2026-09-20T10:50:07+00:00,unresolved,activity_gap_and_other_conditions_unverified,155,False,,,,,
uniswap-v4,0xd425aaa085116f647e21934512d8f2bc70b4cb2232db91adc261860b58f9cb5f,2026-09-20T10:50:25+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xe18b31d73d3a332f612a4fce98836bd4c81d0692ab725e7fc02a58a87c49087d,2026-09-20T10:51:19+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x0bd4ca2d74597eea282056790242f7f6efbec7cb29ddeaac23a9be50e58340f5,2026-09-20T10:53:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x79f5f45f7dfaf90305f650d11be3cd909a0e8ff891f17ff831662565cc9b659b,2026-09-20T10:53:35+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0x56afa5041cf5855effa250ef9bdb29ad9b81103f0f7536f5cfc7bbdd693a95fb,2026-09-20T10:53:39+00:00,unresolved,activity_gap_and_other_conditions_unverified,0,False,,,,,
uniswap-v4,0xd9b0160126ce863a3e97d459f3646461f5b98979ec7c360f25fa70bb3d1e6b07,2026-09-20T10:55:31+00:00,unresolved,activity_gap_and_other_conditions_unverified,264,False,,,,,
uniswap-v4,0xbe37af1ddb2ec77af9b88ffdab7e04c3c3cde7865bd82670f6c011458f341b10,2026-09-20T10:55:41+00:00,unresolved,activity_gap_and_other_conditions_unverified,1,False,,,,,
